probe_name,run_name,model,seed,perturbation,class_idx,class_name,num_samples,acc
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,full,0,anger,99,0.6161616161616161
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,full,1,disgust,99,0.8181818181818182
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,full,2,fear,99,0.6767676767676768
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,full,3,joy,99,0.7676767676767676
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,full,4,sadness,99,0.6767676767676768
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,full,5,surprise,99,0.6161616161616161
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,low_0.15,0,anger,99,0.40404040404040403
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,low_0.15,1,disgust,99,0.21212121212121213
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,low_0.15,2,fear,99,0.9595959595959596
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,low_0.15,3,joy,99,0.35353535353535354
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,low_0.15,4,sadness,99,0.1919191919191919
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,low_0.15,5,surprise,99,0.12121212121212122
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,low_0.30,0,anger,99,0.5050505050505051
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,low_0.30,1,disgust,99,0.41414141414141414
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,low_0.30,2,fear,99,0.8888888888888888
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,low_0.30,3,joy,99,0.7171717171717171
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,low_0.30,4,sadness,99,0.42424242424242425
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,low_0.30,5,surprise,99,0.37373737373737376
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,low_0.50,0,anger,99,0.5353535353535354
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,low_0.50,1,disgust,99,0.6464646464646465
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,low_0.50,2,fear,99,0.7575757575757576
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,low_0.50,3,joy,99,0.8080808080808081
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,low_0.50,4,sadness,99,0.6060606060606061
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,low_0.50,5,surprise,99,0.45454545454545453
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,high_0.30,0,anger,99,0.0
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,high_0.30,1,disgust,99,0.0
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,high_0.30,2,fear,99,0.98989898989899
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,high_0.30,3,joy,99,0.020202020202020204
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,high_0.30,4,sadness,99,0.020202020202020204
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,high_0.30,5,surprise,99,0.0
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,high_0.50,0,anger,99,0.0
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,high_0.50,1,disgust,99,0.0
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,high_0.50,2,fear,99,1.0
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,high_0.50,3,joy,99,0.0
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,high_0.50,4,sadness,99,0.0
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,high_0.50,5,surprise,99,0.0
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,band_0.15_0.30,0,anger,99,0.0
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,band_0.15_0.30,1,disgust,99,0.0
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,band_0.15_0.30,2,fear,99,1.0
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,band_0.15_0.30,3,joy,99,0.0
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,band_0.15_0.30,4,sadness,99,0.0
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,band_0.15_0.30,5,surprise,99,0.0
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,band_0.30_0.50,0,anger,99,0.0
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,band_0.30_0.50,1,disgust,99,0.0
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,band_0.30_0.50,2,fear,99,1.0
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,band_0.30_0.50,3,joy,99,0.0
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,band_0.30_0.50,4,sadness,99,0.0
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,band_0.30_0.50,5,surprise,99,0.0
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,band_0.50_0.75,0,anger,99,0.0
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,band_0.50_0.75,1,disgust,99,0.0
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,band_0.50_0.75,2,fear,99,1.0
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,band_0.50_0.75,3,joy,99,0.0
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,band_0.50_0.75,4,sadness,99,0.0
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,band_0.50_0.75,5,surprise,99,0.0
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,blur_light,0,anger,99,0.5252525252525253
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,blur_light,1,disgust,99,0.32323232323232326
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,blur_light,2,fear,99,0.9191919191919192
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,blur_light,3,joy,99,0.3434343434343434
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,blur_light,4,sadness,99,0.47474747474747475
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,blur_light,5,surprise,99,0.26262626262626265
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,blur_heavy,0,anger,99,0.16161616161616163
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,blur_heavy,1,disgust,99,0.050505050505050504
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,blur_heavy,2,fear,99,0.9494949494949495
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,blur_heavy,3,joy,99,0.13131313131313133
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,blur_heavy,4,sadness,99,0.15151515151515152
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,blur_heavy,5,surprise,99,0.0
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,downsample_x2,0,anger,99,0.5555555555555556
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,downsample_x2,1,disgust,99,0.7171717171717171
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,downsample_x2,2,fear,99,0.8181818181818182
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,downsample_x2,3,joy,99,0.7171717171717171
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,downsample_x2,4,sadness,99,0.5858585858585859
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,downsample_x2,5,surprise,99,0.5656565656565656
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,downsample_x4,0,anger,99,0.5353535353535354
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,downsample_x4,1,disgust,99,0.46464646464646464
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,downsample_x4,2,fear,99,0.898989898989899
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,downsample_x4,3,joy,99,0.5454545454545454
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,downsample_x4,4,sadness,99,0.41414141414141414
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,downsample_x4,5,surprise,99,0.37373737373737376
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,amplitude_noise_0.05,0,anger,99,0.5858585858585859
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,amplitude_noise_0.05,1,disgust,99,0.797979797979798
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,amplitude_noise_0.05,2,fear,99,0.7272727272727273
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,amplitude_noise_0.05,3,joy,99,0.7070707070707071
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,amplitude_noise_0.05,4,sadness,99,0.5656565656565656
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,amplitude_noise_0.05,5,surprise,99,0.6060606060606061
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,amplitude_noise_0.10,0,anger,99,0.5353535353535354
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,amplitude_noise_0.10,1,disgust,99,0.8080808080808081
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,amplitude_noise_0.10,2,fear,99,0.7171717171717171
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,amplitude_noise_0.10,3,joy,99,0.7373737373737373
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,amplitude_noise_0.10,4,sadness,99,0.5353535353535354
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,amplitude_noise_0.10,5,surprise,99,0.6060606060606061
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,phase_noise_0.05,0,anger,99,0.5959595959595959
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,phase_noise_0.05,1,disgust,99,0.8383838383838383
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,phase_noise_0.05,2,fear,99,0.7171717171717171
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,phase_noise_0.05,3,joy,99,0.7070707070707071
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,phase_noise_0.05,4,sadness,99,0.5858585858585859
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,phase_noise_0.05,5,surprise,99,0.6262626262626263
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,phase_noise_0.10,0,anger,99,0.5454545454545454
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,phase_noise_0.10,1,disgust,99,0.8383838383838383
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,phase_noise_0.10,2,fear,99,0.7474747474747475
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,phase_noise_0.10,3,joy,99,0.7272727272727273
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,phase_noise_0.10,4,sadness,99,0.5555555555555556
roi_affectspectrum_film_seed44,roi_affectspectrum_film_seed44,film,44,phase_noise_0.10,5,surprise,99,0.6363636363636364
